MaSV,HoSV,TenDemSV,TenSV,NgaySinh,DiaDiem,GioiTinh,CCCD,Email,SDT
20220120,Đặng,Thành,Sao,2003-02-21,Thanh Hóa                                                                                           ,Nam       ,40204010170,sao.dang220120@sis.hust.edu.vn                                                                      ,12345170
20220121,Trần,Hải,Cát,2003-01-05,Thái Bình                                                                                           ,Nam       ,40204010171,cat.tran220121@sis.hust.edu.vn                                                                      ,12345171
20220122,Võ,Văn,Thiện,2003-05-16,Thanh Hóa                                                                                           ,Nam       ,40204010172,thien.vo220122@sis.hust.edu.vn                                                                      ,12345172
20220123,Lý,Bình,Nương,2003-07-06,Lạng Sơn                                                                                            ,Nữ        ,40204010173,nuong.ly220123@sis.hust.edu.vn                                                                      ,12345173
20220124,Huỳnh,Hải,Lục,2003-05-28,Hoà Bình                                                                                            ,Nữ        ,40204010174,luc.huynh220124@sis.hust.edu.vn                                                                     ,12345174
20220125,Võ,Hồng,Thủy,2003-04-16,Quảng Nam                                                                                           ,Nam       ,40204010175,thuy.vo220125@sis.hust.edu.vn                                                                       ,12345175
20220126,Hoàng,Bình,Họa,2003-12-24,Thừa Thiên Huế                                                                                      ,Nam       ,40204010176,hoa.hoang220126@sis.hust.edu.vn                                                                     ,12345176
20220127,Lê,Lan,Mẫn,2003-11-21,Quảng Nam                                                                                           ,Nam       ,40204010177,man.le220127@sis.hust.edu.vn                                                                        ,12345177
20220128,Ngô,Văn,Mai,2003-07-18,Quảng Trị                                                                                           ,Nam       ,40204010178,mai.ngo220128@sis.hust.edu.vn                                                                       ,12345178
20220129,Hoàng,Bình,Mỹ,2003-09-04,Điện Biên                                                                                           ,Nữ        ,40204010179,my.hoang220129@sis.hust.edu.vn                                                                      ,12345179
20220130,Lê,Quỳnh,Hà,2003-02-20,Nam Định                                                                                            ,Nam       ,40204010180,ha.le220130@sis.hust.edu.vn                                                                         ,12345180
20220131,Lý,Thu,Lợi,2003-02-22,Lạng Sơn                                                                                            ,Nam       ,40204010181,loi.ly220131@sis.hust.edu.vn                                                                        ,12345181
20220132,Ngô,Bình,My,2003-07-21,Quảng Nam                                                                                           ,Nam       ,40204010182,my.ngo220132@sis.hust.edu.vn                                                                        ,12345182
20220133,Vũ,Quỳnh,Phong,2003-02-22,Phú Yên                                                                                             ,Nữ        ,40204010183,phong.vu220133@sis.hust.edu.vn                                                                      ,12345183
20220134,Hoàng,Văn,Hường,2003-10-12,Hưng Yên                                                                                            ,Nữ        ,40204010184,huong.hoang220134@sis.hust.edu.vn                                                                   ,12345184
20220135,Lý,Hải,Ngân,2003-03-13,Quảng Bình                                                                                          ,Nữ        ,40204010185,ngan.ly220135@sis.hust.edu.vn                                                                       ,12345185
20220136,Ngô,Lan,Nghi,2003-09-22,Tuyên Quang                                                                                         ,Nam       ,40204010186,nghi.ngo220136@sis.hust.edu.vn                                                                      ,12345186
20220137,Lý,Đức,Lan,2003-05-05,Thừa Thiên Huế                                                                                      ,Nữ        ,40204010187,lan.ly220137@sis.hust.edu.vn                                                                        ,12345187
20220138,Dương,Minh,Phi,2003-04-20,Cao Bằng                                                                                            ,Nam       ,40204010188,phi.duong220138@sis.hust.edu.vn                                                                     ,12345188
20220139,Đỗ,Đức,Thương,2003-07-28,Bình Định                                                                                           ,Nữ        ,40204010189,thuong.do220139@sis.hust.edu.vn                                                                     ,12345189
20220140,Lý,Thành,Song,2003-07-25,Sơn La                                                                                              ,Nam       ,40204010190,song.ly220140@sis.hust.edu.vn                                                                       ,12345190
20220141,Vũ,Quỳnh,Thoa,2003-03-17,Lào Cai                                                                                             ,Nữ        ,40204010191,thoa.vu220141@sis.hust.edu.vn                                                                       ,12345191
20220142,Nguyễn,Thị,Nhiên,2003-10-18,Lai Châu                                                                                            ,Nam       ,40204010192,nhien.nguyen220142@sis.hust.edu.vn                                                                  ,12345192
20220143,Võ,Văn,Châu,2003-04-15,Vĩnh Phúc                                                                                           ,Nữ        ,40204010193,chau.vo220143@sis.hust.edu.vn                                                                       ,12345193
20220144,Vũ,Lan,Lục,2003-10-24,Lai Châu                                                                                            ,Nữ        ,40204010194,luc.vu220144@sis.hust.edu.vn                                                                        ,12345194
20220145,Nguyễn,Hải,Nhiên,2003-03-16,Thái Nguyên                                                                                         ,Nam       ,40204010195,nhien.nguyen220145@sis.hust.edu.vn                                                                  ,12345195
20220146,Lý,Minh,Miên,2003-05-04,Lạng Sơn                                                                                            ,Nam       ,40204010196,mien.ly220146@sis.hust.edu.vn                                                                       ,12345196
20220147,Huỳnh,Hồng,Ly,2003-01-02,Sơn La                                                                                              ,Nữ        ,40204010197,ly.huynh220147@sis.hust.edu.vn                                                                      ,12345197
20220148,Lý,Hải,Mai,2003-02-27,Quảng Ninh                                                                                          ,Nữ        ,40204010198,mai.ly220148@sis.hust.edu.vn                                                                        ,12345198
20220149,Huỳnh,Duy,Họa,2003-09-03,Hải Dương                                                                                           ,Nam       ,40204010199,hoa.huynh220149@sis.hust.edu.vn                                                                     ,12345199
20220150,Trần,Văn,Cát,2003-04-21,Lạng Sơn                                                                                            ,Nam       ,40204010200,cat.tran220150@sis.hust.edu.vn                                                                      ,12345200
20220151,Dương,Văn,Thường,2003-05-09,Nam Định                                                                                            ,Nam       ,40204010201,thuong.duong220151@sis.hust.edu.vn                                                                  ,12345201
20220152,Ngô,Lan,Ban,2003-10-26,Quảng Bình                                                                                          ,Nữ        ,40204010202,ban.ngo220152@sis.hust.edu.vn                                                                       ,12345202
20220153,Đặng,Thành,Trầm,2003-02-21,Thừa Thiên Huế                                                                                      ,Nam       ,40204010203,tram.dang220153@sis.hust.edu.vn                                                                     ,12345203
20220154,Hoàng,Quỳnh,Nhân,2003-11-04,Đà Nẵng                                                                                             ,Nữ        ,40204010204,nhan.hoang220154@sis.hust.edu.vn                                                                    ,12345204
20220155,Phan,Hải,Lăng,2003-06-10,Lạng Sơn                                                                                            ,Nữ        ,40204010205,lang.phan220155@sis.hust.edu.vn                                                                     ,12345205
20220156,Dương,Quỳnh,Khanh,2003-12-02,Hà Nam                                                                                              ,Nam       ,40204010206,khanh.duong220156@sis.hust.edu.vn                                                                   ,12345206
20220157,Phan,Quỳnh,Trầm,2003-09-26,Điện Biên                                                                                           ,Nữ        ,40204010207,tram.phan220157@sis.hust.edu.vn                                                                     ,12345207
20220158,Nguyễn,Văn,Dạ,2003-07-11,Thái Bình                                                                                           ,Nam       ,40204010208,da.nguyen220158@sis.hust.edu.vn                                                                     ,12345208
20220159,Hoàng,Duy,Gia,2003-02-16,Đà Nẵng                                                                                             ,Nam       ,40204010209,gia.hoang220159@sis.hust.edu.vn                                                                     ,12345209
20220160,Đỗ,Hồng,Linh,2003-12-04,Hà Nam                                                                                              ,Nam       ,40204010210,linh.do220160@sis.hust.edu.vn                                                                       ,12345210
20220161,Đỗ,Tâm,Bội,2003-03-07,Hải Dương                                                                                           ,Nam       ,40204010211,boi.do220161@sis.hust.edu.vn                                                                        ,12345211
20220162,Hoàng,Tâm,Ngân,2003-09-20,Hà Giang                                                                                            ,Nữ        ,40204010212,ngan.hoang220162@sis.hust.edu.vn                                                                    ,12345212
20220163,Lê,Thành,Thục,2003-04-10,Bình Định                                                                                           ,Nam       ,40204010213,thuc.le220163@sis.hust.edu.vn                                                                       ,12345213
20220164,Nguyễn,Duy,Cương,2003-09-25,Quảng Trị                                                                                           ,Nam       ,40204010214,cuong.nguyen220164@sis.hust.edu.vn                                                                  ,12345214
20220165,Nguyễn,Hải,Chiêu,2003-09-03,Điện Biên                                                                                           ,Nữ        ,40204010215,chieu.nguyen220165@sis.hust.edu.vn                                                                  ,12345215
20220166,Lê,Thành,Hồng,2003-07-19,Nghệ An                                                                                             ,Nữ        ,40204010216,hong.le220166@sis.hust.edu.vn                                                                       ,12345216
20220167,Bùi,Duy,Linh,2003-10-24,Cao Bằng                                                                                            ,Nam       ,40204010217,linh.bui220167@sis.hust.edu.vn                                                                      ,12345217
20220168,Huỳnh,Hải,Chi,2003-09-24,Lào Cai                                                                                             ,Nữ        ,40204010218,chi.huynh220168@sis.hust.edu.vn                                                                     ,12345218
20220169,Bùi,Thị,Cam,2003-04-28,Quảng Ngãi                                                                                          ,Nữ        ,40204010219,cam.bui220169@sis.hust.edu.vn                                                                       ,12345219
20220170,Đinh,Duy,Thảo,2003-10-25,Lào Cai                                                                                             ,Nữ        ,40204010220,thao.dinh220170@sis.hust.edu.vn                                                                     ,12345220
20220171,Phan,Minh,Duy,2003-02-17,Phú Yên                                                                                             ,Nam       ,40204010221,duy.phan220171@sis.hust.edu.vn                                                                      ,12345221
20220172,Đỗ,Thành,Nga,2003-06-04,Hải Dương                                                                                           ,Nữ        ,40204010222,nga.do220172@sis.hust.edu.vn                                                                        ,12345222
20220173,Đỗ,Bình,Nhật,2003-12-04,Quảng Nam                                                                                           ,Nam       ,40204010223,nhat.do220173@sis.hust.edu.vn                                                                       ,12345223
20220174,Bùi,Minh,Quế,2003-03-21,Ninh Thuận                                                                                          ,Nam       ,40204010224,que.bui220174@sis.hust.edu.vn                                                                       ,12345224
20220175,Lê,Văn,Hương,2003-05-23,Phú Thọ                                                                                             ,Nam       ,40204010225,huong.le220175@sis.hust.edu.vn                                                                      ,12345225
20220176,Đỗ,Hải,Ngọc,2003-07-18,Bình Định                                                                                           ,Nam       ,40204010226,ngoc.do220176@sis.hust.edu.vn                                                                       ,12345226
20220177,Dương,Bình,Trang,2003-09-08,Tuyên Quang                                                                                         ,Nữ        ,40204010227,trang.duong220177@sis.hust.edu.vn                                                                   ,12345227
20220178,Phan,Thu,Nguyệt,2003-12-13,Khánh Hòa                                                                                           ,Nam       ,40204010228,nguyet.phan220178@sis.hust.edu.vn                                                                   ,12345228
20220179,Ngô,Thu,Cúc,2003-08-08,Thanh Hóa                                                                                           ,Nam       ,40204010229,cuc.ngo220179@sis.hust.edu.vn                                                                       ,12345229
20220180,Lý,Bình,Minh,2003-11-19,Quảng Trị                                                                                           ,Nữ        ,40204010230,minh.ly220180@sis.hust.edu.vn                                                                       ,12345230
20220181,Đinh,Bình,Hiểu,2003-03-18,Quảng Bình                                                                                          ,Nữ        ,40204010231,hieu.dinh220181@sis.hust.edu.vn                                                                     ,12345231
20220182,Trần,Đức,Dạ,2003-10-03,Sơn La                                                                                              ,Nữ        ,40204010232,da.tran220182@sis.hust.edu.vn                                                                       ,12345232
20220183,Bùi,Lan,Hòa,2003-10-05,Phú Yên                                                                                             ,Nữ        ,40204010233,hoa.bui220183@sis.hust.edu.vn                                                                       ,12345233
20220184,Huỳnh,Đức,Mỹ,2003-09-19,Hà Tĩnh                                                                                             ,Nữ        ,40204010234,my.huynh220184@sis.hust.edu.vn                                                                      ,12345234
20220185,Bùi,Lan,An,2003-03-24,Ninh Thuận                                                                                          ,Nữ        ,40204010235,an.bui220185@sis.hust.edu.vn                                                                        ,12345235
20220186,Lê,Văn,Khai,2003-01-20,Bình Định                                                                                           ,Nữ        ,40204010236,khai.le220186@sis.hust.edu.vn                                                                       ,12345236
20220187,Nguyễn,Thị,Lâm,2003-04-13,Hoà Bình                                                                                            ,Nam       ,40204010237,lam.nguyen220187@sis.hust.edu.vn                                                                    ,12345237
20220188,Đặng,Quỳnh,Diên,2003-06-18,Ninh Bình                                                                                           ,Nam       ,40204010238,dien.dang220188@sis.hust.edu.vn                                                                     ,12345238
20220189,Lý,Minh,Di,2003-05-03,Tuyên Quang                                                                                         ,Nam       ,40204010239,di.ly220189@sis.hust.edu.vn                                                                         ,12345239
20220190,Lý,Quỳnh,Hường,2003-03-11,Bắc Ninh                                                                                            ,Nữ        ,40204010240,huong.ly220190@sis.hust.edu.vn                                                                      ,12345240
20220191,Đinh,Đức,Kim,2003-03-20,Lào Cai                                                                                             ,Nữ        ,40204010241,kim.dinh220191@sis.hust.edu.vn                                                                      ,12345241
20220192,Bùi,Thành,Diễm,2003-02-23,Lạng Sơn                                                                                            ,Nam       ,40204010242,diem.bui220192@sis.hust.edu.vn                                                                      ,12345242
20220193,Nguyễn,Lan,Cúc,2003-02-25,Sơn La                                                                                              ,Nam       ,40204010243,cuc.nguyen220193@sis.hust.edu.vn                                                                    ,12345243
20220194,Huỳnh,Bình,Khê,2003-06-23,Nghệ An                                                                                             ,Nữ        ,40204010244,khe.huynh220194@sis.hust.edu.vn                                                                     ,12345244
20220195,Lý,Thị,Huệ,2003-04-21,Ninh Thuận                                                                                          ,Nữ        ,40204010245,hue.ly220195@sis.hust.edu.vn                                                                        ,12345245
20220196,Hoàng,Hải,Nhạn,2003-02-01,Cao Bằng                                                                                            ,Nữ        ,40204010246,nhan.hoang220196@sis.hust.edu.vn                                                                    ,12345246
20220197,Bùi,Bình,Dung,2003-09-19,Ninh Thuận                                                                                          ,Nam       ,40204010247,dung.bui220197@sis.hust.edu.vn                                                                      ,12345247
20220198,Vũ,Duy,Lăng,2003-05-22,Hà Nội                                                                                              ,Nam       ,40204010248,lang.vu220198@sis.hust.edu.vn                                                                       ,12345248
20220199,Đinh,Tâm,Bội,2003-06-09,Hà Nội                                                                                              ,Nữ        ,40204010249,boi.dinh220199@sis.hust.edu.vn                                                                      ,12345249
20220200,Dương,Văn,Nguyết,2003-04-10,Quảng Ngãi                                                                                          ,Nữ        ,40204010250,nguyet.duong220200@sis.hust.edu.vn                                                                  ,12345250
20220201,Nguyễn,Minh,Băng,2003-02-26,Cao Bằng                                                                                            ,Nam       ,40204010251,bang.nguyen220201@sis.hust.edu.vn                                                                   ,12345251
20220202,Võ,Tâm,Sơn,2003-02-25,Nam Định                                                                                            ,Nữ        ,40204010252,son.vo220202@sis.hust.edu.vn                                                                        ,12345252
20220203,Vũ,Hồng,Trung,2003-11-10,Điện Biên                                                                                           ,Nam       ,40204010253,trung.vu220203@sis.hust.edu.vn                                                                      ,12345253
20220204,Phan,Hải,Kiết,2003-10-05,Điện Biên                                                                                           ,Nam       ,40204010254,kiet.phan220204@sis.hust.edu.vn                                                                     ,12345254
20220205,Phan,Lan,Kỳ,2003-08-26,Bắc Giang                                                                                           ,Nam       ,40204010255,ky.phan220205@sis.hust.edu.vn                                                                       ,12345255
20220206,Huỳnh,Thành,Nhàn,2003-07-11,Quảng Ninh                                                                                          ,Nữ        ,40204010256,nhan.huynh220206@sis.hust.edu.vn                                                                    ,12345256
20220207,Trần,Hải,Thiếu,2003-08-11,Bắc Giang                                                                                           ,Nữ        ,40204010257,thieu.tran220207@sis.hust.edu.vn                                                                    ,12345257
20220208,Dương,Thành,Hạnh,2003-02-21,Sơn La                                                                                              ,Nam       ,40204010258,hanh.duong220208@sis.hust.edu.vn                                                                    ,12345258
20220209,Lý,Minh,Duyên,2003-01-13,Hoà Bình                                                                                            ,Nam       ,40204010259,duyen.ly220209@sis.hust.edu.vn                                                                      ,12345259
20220210,Lê,Lan,Hướng,2003-07-04,Thanh Hóa                                                                                           ,Nam       ,40204010260,huong.le220210@sis.hust.edu.vn                                                                      ,12345260
20220211,Dương,Duy,Hạc,2003-07-13,Hà Giang                                                                                            ,Nữ        ,40204010261,hac.duong220211@sis.hust.edu.vn                                                                     ,12345261
20220212,Hoàng,Thành,Diên,2003-11-14,Bắc Kạn                                                                                             ,Nam       ,40204010262,dien.hoang220212@sis.hust.edu.vn                                                                    ,12345262
20220213,Dương,Quỳnh,Lê,2003-01-28,Quảng Trị                                                                                           ,Nữ        ,40204010263,le.duong220213@sis.hust.edu.vn                                                                      ,12345263
20220214,Hồ,Văn,Phi,2003-02-22,Quảng Nam                                                                                           ,Nam       ,40204010264,phi.ho220214@sis.hust.edu.vn                                                                        ,12345264
20220215,Vũ,Quỳnh,Lưu,2003-07-14,Hà Tĩnh                                                                                             ,Nam       ,40204010265,luu.vu220215@sis.hust.edu.vn                                                                        ,12345265
20220216,Trần,Hải,Cẩm,2003-08-20,Cao Bằng                                                                                            ,Nữ        ,40204010266,cam.tran220216@sis.hust.edu.vn                                                                      ,12345266
20220217,Lê,Lan,Giao,2003-12-20,Nghệ An                                                                                             ,Nữ        ,40204010267,giao.le220217@sis.hust.edu.vn                                                                       ,12345267
20220218,Bùi,Tâm,Khôi,2003-05-10,Thái Nguyên                                                                                         ,Nữ        ,40204010268,khoi.bui220218@sis.hust.edu.vn                                                                      ,12345268
20220219,Nguyễn,Minh,Phước,2003-09-03,Hà Nam                                                                                              ,Nữ        ,40204010269,phuoc.nguyen220219@sis.hust.edu.vn                                                                  ,12345269
20220220,Đỗ,Lan,Trầm,2003-05-16,Nghệ An                                                                                             ,Nữ        ,40204010270,tram.do220220@sis.hust.edu.vn                                                                       ,12345270
20220221,Hồ,Quỳnh,Hòa,2003-07-27,Nghệ An                                                                                             ,Nữ        ,40204010271,hoa.ho220221@sis.hust.edu.vn                                                                        ,12345271
20220222,Dương,Đức,Dạ,2003-05-15,Quảng Trị                                                                                           ,Nữ        ,40204010272,da.duong220222@sis.hust.edu.vn                                                                      ,12345272
20220223,Hồ,Văn,Lam,2003-02-08,Hải Phòng                                                                                           ,Nam       ,40204010273,lam.ho220223@sis.hust.edu.vn                                                                        ,12345273
20220224,Ngô,Đức,Quế,2003-07-15,Khánh Hòa                                                                                           ,Nam       ,40204010274,que.ngo220224@sis.hust.edu.vn                                                                       ,12345274
20220225,Ngô,Thành,Duyên,2003-07-03,Hà Nội                                                                                              ,Nữ        ,40204010275,duyen.ngo220225@sis.hust.edu.vn                                                                     ,12345275
20220226,Nguyễn,Đức,Hảo,2003-02-06,Quảng Ngãi                                                                                          ,Nam       ,40204010276,hao.nguyen220226@sis.hust.edu.vn                                                                    ,12345276
20220227,Lê,Hải,Quế,2003-12-01,Hà Nam                                                                                              ,Nữ        ,40204010277,que.le220227@sis.hust.edu.vn                                                                        ,12345277
20220228,Đỗ,Hải,Phúc,2003-05-09,Hà Giang                                                                                            ,Nam       ,40204010278,phuc.do220228@sis.hust.edu.vn                                                                       ,12345278
20220229,Hoàng,Tâm,Hoài,2003-01-14,Hà Nội                                                                                              ,Nữ        ,40204010279,hoai.hoang220229@sis.hust.edu.vn                                                                    ,12345279
20220230,Đặng,Hải,Thái,2003-01-21,Hải Dương                                                                                           ,Nam       ,40204010280,thai.dang220230@sis.hust.edu.vn                                                                     ,12345280
20220231,Lý,Bình,Nhơn,2003-10-08,Phú Thọ                                                                                             ,Nữ        ,40204010281,nhon.ly220231@sis.hust.edu.vn                                                                       ,12345281
20220232,Lý,Thị,Hoài,2003-03-10,Quảng Nam                                                                                           ,Nữ        ,40204010282,hoai.ly220232@sis.hust.edu.vn                                                                       ,12345282
20220233,Hoàng,Thành,Giao,2003-09-10,Nghệ An                                                                                             ,Nữ        ,40204010283,giao.hoang220233@sis.hust.edu.vn                                                                    ,12345283
20220234,Đỗ,Bình,Hường,2003-03-27,Quảng Ngãi                                                                                          ,Nam       ,40204010284,huong.do220234@sis.hust.edu.vn                                                                      ,12345284
20220235,Trần,Duy,Linh,2003-07-03,Nam Định                                                                                            ,Nữ        ,40204010285,linh.tran220235@sis.hust.edu.vn                                                                     ,12345285
20220236,Lý,Thị,Cương,2003-03-08,Hà Nam                                                                                              ,Nam       ,40204010286,cuong.ly220236@sis.hust.edu.vn                                                                      ,12345286
20220237,Lê,Quỳnh,Duyên,2003-12-20,Ninh Bình                                                                                           ,Nữ        ,40204010287,duyen.le220237@sis.hust.edu.vn                                                                      ,12345287
20220238,Phạm,Minh,Phượng,2003-04-10,Thái Bình                                                                                           ,Nam       ,40204010288,phuong.pham220238@sis.hust.edu.vn                                                                   ,12345288
20220239,Phan,Thành,Ngọc,2003-05-03,Hà Nội                                                                                              ,Nữ        ,40204010289,ngoc.phan220239@sis.hust.edu.vn                                                                     ,12345289
20220240,Võ,Văn,Hiệp,2003-09-07,Quảng Trị                                                                                           ,Nam       ,40204010290,hiep.vo220240@sis.hust.edu.vn                                                                       ,12345290
20220241,Huỳnh,Tâm,Hồ,2003-02-19,Lạng Sơn                                                                                            ,Nam       ,40204010291,ho.huynh220241@sis.hust.edu.vn                                                                      ,12345291
20220242,Đỗ,Văn,Phi,2003-10-12,Sơn La                                                                                              ,Nữ        ,40204010292,phi.do220242@sis.hust.edu.vn                                                                        ,12345292
20220243,Đặng,Duy,Thiện,2003-07-19,Thanh Hóa                                                                                           ,Nữ        ,40204010293,thien.dang220243@sis.hust.edu.vn                                                                    ,12345293
20220244,Huỳnh,Thị,Sinh,2003-12-23,Bắc Ninh                                                                                            ,Nữ        ,40204010294,sinh.huynh220244@sis.hust.edu.vn                                                                    ,12345294
20220245,Phan,Thu,Tiểu,2003-09-04,Bắc Giang                                                                                           ,Nữ        ,40204010295,tieu.phan220245@sis.hust.edu.vn                                                                     ,12345295
20220246,Lý,Tâm,Phương,2003-10-02,Nam Định                                                                                            ,Nữ        ,40204010296,phuong.ly220246@sis.hust.edu.vn                                                                     ,12345296
20220247,Vũ,Bình,Dã,2003-04-15,Quảng Nam                                                                                           ,Nữ        ,40204010297,da.vu220247@sis.hust.edu.vn                                                                         ,12345297
20220248,Lý,Hồng,Duy,2003-10-22,Bình Thuận                                                                                          ,Nữ        ,40204010298,duy.ly220248@sis.hust.edu.vn                                                                        ,12345298
20220249,Đặng,Thị,Lan,2003-02-04,Quảng Trị                                                                                           ,Nam       ,40204010299,lan.dang220249@sis.hust.edu.vn                                                                      ,12345299
20220250,Võ,Văn,Dân,2003-08-15,Quảng Trị                                                                                           ,Nam       ,40204010300,dan.vo220250@sis.hust.edu.vn                                                                        ,12345300
20220251,Lý,Quỳnh,Nguyết,2003-03-21,Lạng Sơn                                                                                            ,Nữ        ,40204010301,nguyet.ly220251@sis.hust.edu.vn                                                                     ,12345301
20220252,Hoàng,Lan,Tiên,2003-01-28,Thừa Thiên Huế                                                                                      ,Nữ        ,40204010302,tien.hoang220252@sis.hust.edu.vn                                                                    ,12345302
20220253,Phan,Bình,Thoại,2003-04-28,Thanh Hóa                                                                                           ,Nữ        ,40204010303,thoai.phan220253@sis.hust.edu.vn                                                                    ,12345303
20220254,Lý,Thu,Hoa,2003-01-01,Thừa Thiên Huế                                                                                      ,Nam       ,40204010304,hoa.ly220254@sis.hust.edu.vn                                                                        ,12345304
20220255,Lý,Tâm,Lan,2003-04-19,Hưng Yên                                                                                            ,Nam       ,40204010305,lan.ly220255@sis.hust.edu.vn                                                                        ,12345305
20220256,Huỳnh,Lan,Nhung,2003-07-28,Bình Định                                                                                           ,Nam       ,40204010306,nhung.huynh220256@sis.hust.edu.vn                                                                   ,12345306
20220257,Đỗ,Văn,Trúc,2003-08-09,Bắc Giang                                                                                           ,Nữ        ,40204010307,truc.do220257@sis.hust.edu.vn                                                                       ,12345307
20220258,Lý,Quỳnh,Chi,2003-06-20,Bắc Ninh                                                                                            ,Nữ        ,40204010308,chi.ly220258@sis.hust.edu.vn                                                                        ,12345308
20220259,Trần,Văn,Quế,2003-06-25,Thanh Hóa                                                                                           ,Nam       ,40204010309,que.tran220259@sis.hust.edu.vn                                                                      ,12345309
20220260,Lê,Văn,Diệu,2003-09-21,Bình Định                                                                                           ,Nam       ,40204010310,dieu.le220260@sis.hust.edu.vn                                                                       ,12345310
20220261,Đinh,Bình,Hoàng,2003-11-02,Lạng Sơn                                                                                            ,Nam       ,40204010311,hoang.dinh220261@sis.hust.edu.vn                                                                    ,12345311
20220262,Bùi,Văn,Thảo,2003-09-17,Hải Dương                                                                                           ,Nam       ,40204010312,thao.bui220262@sis.hust.edu.vn                                                                      ,12345312
20220263,Lý,Thành,Bạch,2003-09-11,Quảng Ninh                                                                                          ,Nam       ,40204010313,bach.ly220263@sis.hust.edu.vn                                                                       ,12345313
20220264,Trần,Đức,Lợi,2003-06-11,Điện Biên                                                                                           ,Nữ        ,40204010314,loi.tran220264@sis.hust.edu.vn                                                                      ,12345314
20220265,Hồ,Hải,Lê,2003-07-12,Phú Yên                                                                                             ,Nữ        ,40204010315,le.ho220265@sis.hust.edu.vn                                                                         ,12345315
20220266,Đinh,Tâm,Hiền,2003-08-22,Quảng Trị                                                                                           ,Nam       ,40204010316,hien.dinh220266@sis.hust.edu.vn                                                                     ,12345316
20220267,Trần,Bình,Khánh,2003-08-23,Ninh Bình                                                                                           ,Nữ        ,40204010317,khanh.tran220267@sis.hust.edu.vn                                                                    ,12345317
20220268,Vũ,Văn,Châu,2003-08-17,Bắc Kạn                                                                                             ,Nam       ,40204010318,chau.vu220268@sis.hust.edu.vn                                                                       ,12345318
20220269,Lý,Tâm,Ban,2003-03-08,Thái Nguyên                                                                                         ,Nữ        ,40204010319,ban.ly220269@sis.hust.edu.vn                                                                        ,12345319
20220270,Dương,Thị,Ly,2003-02-18,Lai Châu                                                                                            ,Nữ        ,40204010320,ly.duong220270@sis.hust.edu.vn                                                                      ,12345320
20220271,Võ,Duy,Khải,2003-03-19,Hà Nội                                                                                              ,Nữ        ,40204010321,khai.vo220271@sis.hust.edu.vn                                                                       ,12345321
20220272,Ngô,Đức,Thiên,2003-07-27,Yên Bái                                                                                             ,Nam       ,40204010322,thien.ngo220272@sis.hust.edu.vn                                                                     ,12345322
20220273,Phan,Lan,Thoại,2003-02-12,Quảng Ngãi                                                                                          ,Nữ        ,40204010323,thoai.phan220273@sis.hust.edu.vn                                                                    ,12345323
20220274,Hồ,Thu,Hợp,2003-02-04,Nghệ An                                                                                             ,Nam       ,40204010324,hop.ho220274@sis.hust.edu.vn                                                                        ,12345324
20220275,Trần,Minh,Huỳnh,2003-10-11,Cao Bằng                                                                                            ,Nam       ,40204010325,huynh.tran220275@sis.hust.edu.vn                                                                    ,12345325
20220276,Lý,Minh,Kiết,2003-02-05,Lào Cai                                                                                             ,Nữ        ,40204010326,kiet.ly220276@sis.hust.edu.vn                                                                       ,12345326
20220277,Đặng,Minh,Lâm,2003-11-10,Hưng Yên                                                                                            ,Nam       ,40204010327,lam.dang220277@sis.hust.edu.vn                                                                      ,12345327
20220278,Trần,Thành,Huyền,2003-03-25,Nghệ An                                                                                             ,Nam       ,40204010328,huyen.tran220278@sis.hust.edu.vn                                                                    ,12345328
20220279,Trần,Bình,Phước,2003-04-21,Thái Nguyên                                                                                         ,Nam       ,40204010329,phuoc.tran220279@sis.hust.edu.vn                                                                    ,12345329
20220280,Đặng,Lan,Huệ,2003-03-08,Quảng Nam                                                                                           ,Nam       ,40204010330,hue.dang220280@sis.hust.edu.vn                                                                      ,12345330
20220281,Võ,Bình,Thương,2003-08-28,Hà Tĩnh                                                                                             ,Nữ        ,40204010331,thuong.vo220281@sis.hust.edu.vn                                                                     ,12345331
20220282,Bùi,Lan,Thuận,2003-02-27,Điện Biên                                                                                           ,Nữ        ,40204010332,thuan.bui220282@sis.hust.edu.vn                                                                     ,12345332
20220283,Đỗ,Hồng,Nhạn,2003-05-10,Điện Biên                                                                                           ,Nam       ,40204010333,nhan.do220283@sis.hust.edu.vn                                                                       ,12345333
20220284,Lý,Minh,Thư,2003-03-26,Lạng Sơn                                                                                            ,Nữ        ,40204010334,thu.ly220284@sis.hust.edu.vn                                                                        ,12345334
20220285,Dương,Lan,Lý,2003-01-14,Cao Bằng                                                                                            ,Nữ        ,40204010335,ly.duong220285@sis.hust.edu.vn                                                                      ,12345335
20220286,Đỗ,Lan,Ngôn,2003-10-01,Hà Tĩnh                                                                                             ,Nam       ,40204010336,ngon.do220286@sis.hust.edu.vn                                                                       ,12345336
20220287,Hoàng,Bình,Trinh,2003-04-23,Hải Dương                                                                                           ,Nam       ,40204010337,trinh.hoang220287@sis.hust.edu.vn                                                                   ,12345337
20220288,Nguyễn,Thành,Nữ,2003-04-10,Thừa Thiên Huế                                                                                      ,Nam       ,40204010338,nu.nguyen220288@sis.hust.edu.vn                                                                     ,12345338
20220289,Phạm,Đức,Mi,2003-04-06,Quảng Nam                                                                                           ,Nữ        ,40204010339,mi.pham220289@sis.hust.edu.vn                                                                       ,12345339
