MaSV,HoSV,TenDemSV,TenSV,NgaySinh,DiaDiem,GioiTinh,CCCD,Email,SDT
20220196,Hoàng,Hải,Nhạn,2003-02-01,Cao Bằng                                                                                            ,Nữ        ,40204010246,,12345246
20220197,Bùi,Bình,Dung,2003-09-19,Ninh Thuận                                                                                          ,Nam       ,40204010247,,12345247
20220198,Vũ,Duy,Lăng,2003-05-22,Hà Nội                                                                                              ,Nam       ,40204010248,,12345248
20220199,Đinh,Tâm,Bội,2003-06-09,Hà Nội                                                                                              ,Nữ        ,40204010249,,12345249
20220200,Dương,Văn,Nguyết,2003-04-10,Quảng Ngãi                                                                                          ,Nữ        ,40204010250,,12345250
20220201,Nguyễn,Minh,Băng,2003-02-26,Cao Bằng                                                                                            ,Nam       ,40204010251,,12345251
20220202,Võ,Tâm,Sơn,2003-02-25,Nam Định                                                                                            ,Nữ        ,40204010252,,12345252
20220203,Vũ,Hồng,Trung,2003-11-10,Điện Biên                                                                                           ,Nam       ,40204010253,,12345253
20220204,Phan,Hải,Kiết,2003-10-05,Điện Biên                                                                                           ,Nam       ,40204010254,,12345254
20220205,Phan,Lan,Kỳ,2003-08-26,Bắc Giang                                                                                           ,Nam       ,40204010255,,12345255
20220206,Huỳnh,Thành,Nhàn,2003-07-11,Quảng Ninh                                                                                          ,Nữ        ,40204010256,,12345256
20220207,Trần,Hải,Thiếu,2003-08-11,Bắc Giang                                                                                           ,Nữ        ,40204010257,,12345257
20220208,Dương,Thành,Hạnh,2003-02-21,Sơn La                                                                                              ,Nam       ,40204010258,,12345258
20220209,Lý,Minh,Duyên,2003-01-13,Hoà Bình                                                                                            ,Nam       ,40204010259,,12345259
20220210,Lê,Lan,Hướng,2003-07-04,Thanh Hóa                                                                                           ,Nam       ,40204010260,,12345260
20220211,Dương,Duy,Hạc,2003-07-13,Hà Giang                                                                                            ,Nữ        ,40204010261,,12345261
20220212,Hoàng,Thành,Diên,2003-11-14,Bắc Kạn                                                                                             ,Nam       ,40204010262,,12345262
20220213,Dương,Quỳnh,Lê,2003-01-28,Quảng Trị                                                                                           ,Nữ        ,40204010263,,12345263
20220214,Hồ,Văn,Phi,2003-02-22,Quảng Nam                                                                                           ,Nam       ,40204010264,,12345264
20220215,Vũ,Quỳnh,Lưu,2003-07-14,Hà Tĩnh                                                                                             ,Nam       ,40204010265,,12345265
20220216,Trần,Hải,Cẩm,2003-08-20,Cao Bằng                                                                                            ,Nữ        ,40204010266,,12345266
20220217,Lê,Lan,Giao,2003-12-20,Nghệ An                                                                                             ,Nữ        ,40204010267,,12345267
20220218,Bùi,Tâm,Khôi,2003-05-10,Thái Nguyên                                                                                         ,Nữ        ,40204010268,,12345268
20220219,Nguyễn,Minh,Phước,2003-09-03,Hà Nam                                                                                              ,Nữ        ,40204010269,,12345269
20220220,Đỗ,Lan,Trầm,2003-05-16,Nghệ An                                                                                             ,Nữ        ,40204010270,,12345270
20220221,Hồ,Quỳnh,Hòa,2003-07-27,Nghệ An                                                                                             ,Nữ        ,40204010271,,12345271
20220222,Dương,Đức,Dạ,2003-05-15,Quảng Trị                                                                                           ,Nữ        ,40204010272,,12345272
20220223,Hồ,Văn,Lam,2003-02-08,Hải Phòng                                                                                           ,Nam       ,40204010273,,12345273
20220224,Ngô,Đức,Quế,2003-07-15,Khánh Hòa                                                                                           ,Nam       ,40204010274,,12345274
20220225,Ngô,Thành,Duyên,2003-07-03,Hà Nội                                                                                              ,Nữ        ,40204010275,,12345275
20220226,Nguyễn,Đức,Hảo,2003-02-06,Quảng Ngãi                                                                                          ,Nam       ,40204010276,,12345276
20220227,Lê,Hải,Quế,2003-12-01,Hà Nam                                                                                              ,Nữ        ,40204010277,,12345277
20220228,Đỗ,Hải,Phúc,2003-05-09,Hà Giang                                                                                            ,Nam       ,40204010278,,12345278
20220229,Hoàng,Tâm,Hoài,2003-01-14,Hà Nội                                                                                              ,Nữ        ,40204010279,,12345279
20220230,Đặng,Hải,Thái,2003-01-21,Hải Dương                                                                                           ,Nam       ,40204010280,,12345280
20220231,Lý,Bình,Nhơn,2003-10-08,Phú Thọ                                                                                             ,Nữ        ,40204010281,,12345281
20220232,Lý,Thị,Hoài,2003-03-10,Quảng Nam                                                                                           ,Nữ        ,40204010282,,12345282
20220233,Hoàng,Thành,Giao,2003-09-10,Nghệ An                                                                                             ,Nữ        ,40204010283,,12345283
20220234,Đỗ,Bình,Hường,2003-03-27,Quảng Ngãi                                                                                          ,Nam       ,40204010284,,12345284
20220235,Trần,Duy,Linh,2003-07-03,Nam Định                                                                                            ,Nữ        ,40204010285,,12345285
20220236,Lý,Thị,Cương,2003-03-08,Hà Nam                                                                                              ,Nam       ,40204010286,,12345286
20220237,Lê,Quỳnh,Duyên,2003-12-20,Ninh Bình                                                                                           ,Nữ        ,40204010287,,12345287
20220238,Phạm,Minh,Phượng,2003-04-10,Thái Bình                                                                                           ,Nam       ,40204010288,,12345288
20220239,Phan,Thành,Ngọc,2003-05-03,Hà Nội                                                                                              ,Nữ        ,40204010289,,12345289
20220240,Võ,Văn,Hiệp,2003-09-07,Quảng Trị                                                                                           ,Nam       ,40204010290,,12345290
20220241,Huỳnh,Tâm,Hồ,2003-02-19,Lạng Sơn                                                                                            ,Nam       ,40204010291,,12345291
20220242,Đỗ,Văn,Phi,2003-10-12,Sơn La                                                                                              ,Nữ        ,40204010292,,12345292
20220243,Đặng,Duy,Thiện,2003-07-19,Thanh Hóa                                                                                           ,Nữ        ,40204010293,,12345293
20220244,Huỳnh,Thị,Sinh,2003-12-23,Bắc Ninh                                                                                            ,Nữ        ,40204010294,,12345294
20220245,Phan,Thu,Tiểu,2003-09-04,Bắc Giang                                                                                           ,Nữ        ,40204010295,,12345295
20220246,Lý,Tâm,Phương,2003-10-02,Nam Định                                                                                            ,Nữ        ,40204010296,,12345296
20220247,Vũ,Bình,Dã,2003-04-15,Quảng Nam                                                                                           ,Nữ        ,40204010297,,12345297
20220248,Lý,Hồng,Duy,2003-10-22,Bình Thuận                                                                                          ,Nữ        ,40204010298,,12345298
20220249,Đặng,Thị,Lan,2003-02-04,Quảng Trị                                                                                           ,Nam       ,40204010299,,12345299
20220250,Võ,Văn,Dân,2003-08-15,Quảng Trị                                                                                           ,Nam       ,40204010300,,12345300
20220251,Lý,Quỳnh,Nguyết,2003-03-21,Lạng Sơn                                                                                            ,Nữ        ,40204010301,,12345301
20220252,Hoàng,Lan,Tiên,2003-01-28,Thừa Thiên Huế                                                                                      ,Nữ        ,40204010302,,12345302
20220253,Phan,Bình,Thoại,2003-04-28,Thanh Hóa                                                                                           ,Nữ        ,40204010303,,12345303
20220254,Lý,Thu,Hoa,2003-01-01,Thừa Thiên Huế                                                                                      ,Nam       ,40204010304,,12345304
20220255,Lý,Tâm,Lan,2003-04-19,Hưng Yên                                                                                            ,Nam       ,40204010305,,12345305
20220256,Huỳnh,Lan,Nhung,2003-07-28,Bình Định                                                                                           ,Nam       ,40204010306,,12345306
20220257,Đỗ,Văn,Trúc,2003-08-09,Bắc Giang                                                                                           ,Nữ        ,40204010307,,12345307
20220258,Lý,Quỳnh,Chi,2003-06-20,Bắc Ninh                                                                                            ,Nữ        ,40204010308,,12345308
20220259,Trần,Văn,Quế,2003-06-25,Thanh Hóa                                                                                           ,Nam       ,40204010309,,12345309
20220260,Lê,Văn,Diệu,2003-09-21,Bình Định                                                                                           ,Nam       ,40204010310,,12345310
20220261,Đinh,Bình,Hoàng,2003-11-02,Lạng Sơn                                                                                            ,Nam       ,40204010311,,12345311
20220262,Bùi,Văn,Thảo,2003-09-17,Hải Dương                                                                                           ,Nam       ,40204010312,,12345312
20220263,Lý,Thành,Bạch,2003-09-11,Quảng Ninh                                                                                          ,Nam       ,40204010313,,12345313
20220264,Trần,Đức,Lợi,2003-06-11,Điện Biên                                                                                           ,Nữ        ,40204010314,,12345314
20220265,Hồ,Hải,Lê,2003-07-12,Phú Yên                                                                                             ,Nữ        ,40204010315,,12345315
20220266,Đinh,Tâm,Hiền,2003-08-22,Quảng Trị                                                                                           ,Nam       ,40204010316,,12345316
20220267,Trần,Bình,Khánh,2003-08-23,Ninh Bình                                                                                           ,Nữ        ,40204010317,,12345317
20220268,Vũ,Văn,Châu,2003-08-17,Bắc Kạn                                                                                             ,Nam       ,40204010318,,12345318
20220269,Lý,Tâm,Ban,2003-03-08,Thái Nguyên                                                                                         ,Nữ        ,40204010319,,12345319
20220270,Dương,Thị,Ly,2003-02-18,Lai Châu                                                                                            ,Nữ        ,40204010320,,12345320
20220271,Võ,Duy,Khải,2003-03-19,Hà Nội                                                                                              ,Nữ        ,40204010321,,12345321
20220272,Ngô,Đức,Thiên,2003-07-27,Yên Bái                                                                                             ,Nam       ,40204010322,,12345322
20220273,Phan,Lan,Thoại,2003-02-12,Quảng Ngãi                                                                                          ,Nữ        ,40204010323,,12345323
20220274,Hồ,Thu,Hợp,2003-02-04,Nghệ An                                                                                             ,Nam       ,40204010324,,12345324
20220275,Trần,Minh,Huỳnh,2003-10-11,Cao Bằng                                                                                            ,Nam       ,40204010325,,12345325
20220276,Lý,Minh,Kiết,2003-02-05,Lào Cai                                                                                             ,Nữ        ,40204010326,,12345326
20220277,Đặng,Minh,Lâm,2003-11-10,Hưng Yên                                                                                            ,Nam       ,40204010327,,12345327
20220278,Trần,Thành,Huyền,2003-03-25,Nghệ An                                                                                             ,Nam       ,40204010328,,12345328
20220279,Trần,Bình,Phước,2003-04-21,Thái Nguyên                                                                                         ,Nam       ,40204010329,,12345329
20220280,Đặng,Lan,Huệ,2003-03-08,Quảng Nam                                                                                           ,Nam       ,40204010330,,12345330
20220281,Võ,Bình,Thương,2003-08-28,Hà Tĩnh                                                                                             ,Nữ        ,40204010331,,12345331
20220282,Bùi,Lan,Thuận,2003-02-27,Điện Biên                                                                                           ,Nữ        ,40204010332,,12345332
20220283,Đỗ,Hồng,Nhạn,2003-05-10,Điện Biên                                                                                           ,Nam       ,40204010333,,12345333
20220284,Lý,Minh,Thư,2003-03-26,Lạng Sơn                                                                                            ,Nữ        ,40204010334,,12345334
20220285,Dương,Lan,Lý,2003-01-14,Cao Bằng                                                                                            ,Nữ        ,40204010335,,12345335
20220286,Đỗ,Lan,Ngôn,2003-10-01,Hà Tĩnh                                                                                             ,Nam       ,40204010336,,12345336
20220287,Hoàng,Bình,Trinh,2003-04-23,Hải Dương                                                                                           ,Nam       ,40204010337,,12345337
20220288,Nguyễn,Thành,Nữ,2003-04-10,Thừa Thiên Huế                                                                                      ,Nam       ,40204010338,,12345338
20220289,Phạm,Đức,Mi,2003-04-06,Quảng Nam                                                                                           ,Nữ        ,40204010339,,12345339
20220290,Hồ,Tâm,Miên,2003-08-08,Lai Châu                                                                                            ,Nữ        ,40204010340,,12345340
20220291,Ngô,Hải,Chi,2003-05-11,Quảng Nam                                                                                           ,Nam       ,40204010341,,12345341
20220292,Nguyễn,Hồng,Thêu,2003-08-10,Thừa Thiên Huế                                                                                      ,Nữ        ,40204010342,,12345342
20220293,Trần,Tâm,Kim,2003-05-10,Thừa Thiên Huế                                                                                      ,Nam       ,40204010343,,12345343
20220294,Bùi,Hồng,Bình,2003-09-23,Quảng Ngãi                                                                                          ,Nam       ,40204010344,,12345344
20220295,Phạm,Đức,Trúc,2003-09-26,Vĩnh Phúc                                                                                           ,Nữ        ,40204010345,,12345345
20220296,Bùi,Văn,Trân,2003-02-15,Quảng Trị                                                                                           ,Nữ        ,40204010346,,12345346
20220297,Hồ,Thu,Diên,2003-06-17,Khánh Hòa                                                                                           ,Nam       ,40204010347,,12345347
20220298,Lê,Đức,Hải,2003-11-21,Hưng Yên                                                                                            ,Nam       ,40204010348,,12345348
20220299,Vũ,Hồng,Triệu,2003-03-26,Cao Bằng                                                                                            ,Nữ        ,40204010349,,12345349
20220300,Hoàng,Văn,Khả,2003-08-18,Hoà Bình                                                                                            ,Nữ        ,40204010350,,12345350
